WOJ,WOJEWÓDZTWO,IMIĘ_DRUGIE,PŁEĆ,LICZBA_WYSTĄPIEŃ
28,WARMIŃSKO-MAZURSKIE,MILENA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,NADZIEJA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,NINA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,OLGA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,OLIVIA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,RENATA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,SOFIA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,STEFANIA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,AURELIA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,CECYLIA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,DAGMARA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,DARIA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,DOMINIKA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,EDYTA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,EMMA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,EWELINA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,FAUSTYNA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,INGA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,INKA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,IRMINA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,JÓZEFINA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,JUSTYNA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,KAJA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,KLAUDIA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,LUCYNA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,LUIZA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,MARLENA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,MARTYNA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,MARZENA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,MATYLDA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,MELANIA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,MELISA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,NADIA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,NEL,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,NIKOLA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,NOEMI,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,OKSANA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,OLIMPIA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,POLA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,REGINA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,SABINA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,SANDRA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,STANISŁAWA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,SYLWIA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,ŻANETA,KOBIETA,2
30,WIELKOPOLSKIE,MARIA,KOBIETA,681
30,WIELKOPOLSKIE,ANNA,KOBIETA,366
30,WIELKOPOLSKIE,ZOFIA,KOBIETA,155
30,WIELKOPOLSKIE,HELENA,KOBIETA,113
30,WIELKOPOLSKIE,MAGDALENA,KOBIETA,113
30,WIELKOPOLSKIE,BARBARA,KOBIETA,90
30,WIELKOPOLSKIE,TERESA,KOBIETA,79
30,WIELKOPOLSKIE,EWA,KOBIETA,78
30,WIELKOPOLSKIE,JOANNA,KOBIETA,78
30,WIELKOPOLSKIE,MAŁGORZATA,KOBIETA,76
30,WIELKOPOLSKIE,KATARZYNA,KOBIETA,73
30,WIELKOPOLSKIE,WIKTORIA,KOBIETA,71
30,WIELKOPOLSKIE,ALEKSANDRA,KOBIETA,67
30,WIELKOPOLSKIE,WERONIKA,KOBIETA,61
30,WIELKOPOLSKIE,ŁUCJA,KOBIETA,58
30,WIELKOPOLSKIE,HANNA,KOBIETA,57
30,WIELKOPOLSKIE,JULIA,KOBIETA,57
30,WIELKOPOLSKIE,ELŻBIETA,KOBIETA,56
30,WIELKOPOLSKIE,MARTA,KOBIETA,55
30,WIELKOPOLSKIE,ZUZANNA,KOBIETA,54
30,WIELKOPOLSKIE,AGNIESZKA,KOBIETA,52
30,WIELKOPOLSKIE,KRYSTYNA,KOBIETA,52
30,WIELKOPOLSKIE,IRENA,KOBIETA,46
30,WIELKOPOLSKIE,JADWIGA,KOBIETA,46
30,WIELKOPOLSKIE,LAURA,KOBIETA,46
30,WIELKOPOLSKIE,MARIANNA,KOBIETA,46
30,WIELKOPOLSKIE,URSZULA,KOBIETA,42
30,WIELKOPOLSKIE,ANTONINA,KOBIETA,41
30,WIELKOPOLSKIE,EMILIA,KOBIETA,39
30,WIELKOPOLSKIE,ALICJA,KOBIETA,38
30,WIELKOPOLSKIE,MAJA,KOBIETA,38
30,WIELKOPOLSKIE,JANINA,KOBIETA,36
30,WIELKOPOLSKIE,GABRIELA,KOBIETA,34
30,WIELKOPOLSKIE,KLARA,KOBIETA,33
30,WIELKOPOLSKIE,MICHALINA,KOBIETA,33
30,WIELKOPOLSKIE,ANASTAZJA,KOBIETA,31
30,WIELKOPOLSKIE,KAROLINA,KOBIETA,31
30,WIELKOPOLSKIE,RITA,KOBIETA,31
30,WIELKOPOLSKIE,AGATA,KOBIETA,29
30,WIELKOPOLSKIE,DOROTA,KOBIETA,29
30,WIELKOPOLSKIE,MONIKA,KOBIETA,28
30,WIELKOPOLSKIE,HALINA,KOBIETA,27
30,WIELKOPOLSKIE,WANDA,KOBIETA,27
30,WIELKOPOLSKIE,ANIELA,KOBIETA,24
30,WIELKOPOLSKIE,OLIWIA,KOBIETA,23
30,WIELKOPOLSKIE,STEFANIA,KOBIETA,23
30,WIELKOPOLSKIE,AMELIA,KOBIETA,22
30,WIELKOPOLSKIE,DANUTA,KOBIETA,22
30,WIELKOPOLSKIE,BEATA,KOBIETA,21
30,WIELKOPOLSKIE,NATALIA,KOBIETA,21
30,WIELKOPOLSKIE,PAULINA,KOBIETA,21
30,WIELKOPOLSKIE,FAUSTYNA,KOBIETA,19
30,WIELKOPOLSKIE,IZABELA,KOBIETA,19
30,WIELKOPOLSKIE,ROZALIA,KOBIETA,19
30,WIELKOPOLSKIE,KINGA,KOBIETA,18
30,WIELKOPOLSKIE,KORNELIA,KOBIETA,18
30,WIELKOPOLSKIE,LENA,KOBIETA,18
30,WIELKOPOLSKIE,MARTYNA,KOBIETA,18
30,WIELKOPOLSKIE,RÓŻA,KOBIETA,18
30,WIELKOPOLSKIE,CECYLIA,KOBIETA,17
30,WIELKOPOLSKIE,DARIA,KOBIETA,17
30,WIELKOPOLSKIE,RENATA,KOBIETA,16
30,WIELKOPOLSKIE,DOMINIKA,KOBIETA,15
30,WIELKOPOLSKIE,REGINA,KOBIETA,15
30,WIELKOPOLSKIE,SYLWIA,KOBIETA,15
30,WIELKOPOLSKIE,POLA,KOBIETA,14
30,WIELKOPOLSKIE,BOGUMIŁA,KOBIETA,13
30,WIELKOPOLSKIE,IWONA,KOBIETA,13
30,WIELKOPOLSKIE,NADIA,KOBIETA,13
30,WIELKOPOLSKIE,FELICJA,KOBIETA,12
30,WIELKOPOLSKIE,IDA,KOBIETA,12
30,WIELKOPOLSKIE,IGA,KOBIETA,12
30,WIELKOPOLSKIE,KLAUDIA,KOBIETA,12
30,WIELKOPOLSKIE,LIDIA,KOBIETA,12
30,WIELKOPOLSKIE,MIA,KOBIETA,12
30,WIELKOPOLSKIE,PATRYCJA,KOBIETA,12
30,WIELKOPOLSKIE,STANISŁAWA,KOBIETA,12
30,WIELKOPOLSKIE,BOŻENA,KOBIETA,11
30,WIELKOPOLSKIE,FRANCISZKA,KOBIETA,11
30,WIELKOPOLSKIE,JOLANTA,KOBIETA,11
30,WIELKOPOLSKIE,MARCELINA,KOBIETA,11
30,WIELKOPOLSKIE,NINA,KOBIETA,11
30,WIELKOPOLSKIE,ADRIANNA,KOBIETA,10
30,WIELKOPOLSKIE,GAJA,KOBIETA,10
30,WIELKOPOLSKIE,GRAŻYNA,KOBIETA,10
30,WIELKOPOLSKIE,JAGODA,KOBIETA,10
30,WIELKOPOLSKIE,JUSTYNA,KOBIETA,10
30,WIELKOPOLSKIE,KAMILA,KOBIETA,10
30,WIELKOPOLSKIE,LILIANA,KOBIETA,10
30,WIELKOPOLSKIE,SARA,KOBIETA,10
30,WIELKOPOLSKIE,BLANKA,KOBIETA,9
30,WIELKOPOLSKIE,JÓZEFA,KOBIETA,9
30,WIELKOPOLSKIE,LILIANNA,KOBIETA,9
30,WIELKOPOLSKIE,ALINA,KOBIETA,8
30,WIELKOPOLSKIE,AURELIA,KOBIETA,8
30,WIELKOPOLSKIE,EWELINA,KOBIETA,8
30,WIELKOPOLSKIE,NIKOLA,KOBIETA,8
30,WIELKOPOLSKIE,APOLONIA,KOBIETA,7
30,WIELKOPOLSKIE,SOFIA,KOBIETA,7
30,WIELKOPOLSKIE,ANETA,KOBIETA,6
30,WIELKOPOLSKIE,ELIZA,KOBIETA,6
30,WIELKOPOLSKIE,JÓZEFINA,KOBIETA,6
30,WIELKOPOLSKIE,LEOKADIA,KOBIETA,6
30,WIELKOPOLSKIE,LUIZA,KOBIETA,6
30,WIELKOPOLSKIE,MARZENA,KOBIETA,6
30,WIELKOPOLSKIE,MATYLDA,KOBIETA,6
30,WIELKOPOLSKIE,MELANIA,KOBIETA,6
30,WIELKOPOLSKIE,MIROSŁAWA,KOBIETA,6
30,WIELKOPOLSKIE,OLGA,KOBIETA,6
30,WIELKOPOLSKIE,SABINA,KOBIETA,6
30,WIELKOPOLSKIE,WIESŁAWA,KOBIETA,6
30,WIELKOPOLSKIE,WŁADYSŁAWA,KOBIETA,6
30,WIELKOPOLSKIE,ZOJA,KOBIETA,6
30,WIELKOPOLSKIE,ARLETA,KOBIETA,5
30,WIELKOPOLSKIE,CELINA,KOBIETA,5
30,WIELKOPOLSKIE,DIANA,KOBIETA,5
30,WIELKOPOLSKIE,EDYTA,KOBIETA,5
30,WIELKOPOLSKIE,JULIANNA,KOBIETA,5
30,WIELKOPOLSKIE,KAZIMIERA,KOBIETA,5
30,WIELKOPOLSKIE,LUCYNA,KOBIETA,5
30,WIELKOPOLSKIE,ROKSANA,KOBIETA,5
30,WIELKOPOLSKIE,ADELA,KOBIETA,4
30,WIELKOPOLSKIE,CZESŁAWA,KOBIETA,4
30,WIELKOPOLSKIE,DANIELA,KOBIETA,4
30,WIELKOPOLSKIE,GENOWEFA,KOBIETA,4
30,WIELKOPOLSKIE,IZABELLA,KOBIETA,4
30,WIELKOPOLSKIE,KAJA,KOBIETA,4
30,WIELKOPOLSKIE,KONSTANCJA,KOBIETA,4
30,WIELKOPOLSKIE,MARIKA,KOBIETA,4
30,WIELKOPOLSKIE,MARIOLA,KOBIETA,4
30,WIELKOPOLSKIE,VIOLETTA,KOBIETA,4
30,WIELKOPOLSKIE,ANTONIA,KOBIETA,3
30,WIELKOPOLSKIE,AURORA,KOBIETA,3
30,WIELKOPOLSKIE,BALBINA,KOBIETA,3
30,WIELKOPOLSKIE,BERNADETA,KOBIETA,3
30,WIELKOPOLSKIE,BOGUSŁAWA,KOBIETA,3
30,WIELKOPOLSKIE,ELENA,KOBIETA,3
30,WIELKOPOLSKIE,ELEONORA,KOBIETA,3
30,WIELKOPOLSKIE,EMMA,KOBIETA,3
30,WIELKOPOLSKIE,GERTRUDA,KOBIETA,3
30,WIELKOPOLSKIE,JAGNA,KOBIETA,3
30,WIELKOPOLSKIE,MAGDA,KOBIETA,3
30,WIELKOPOLSKIE,MALWINA,KOBIETA,3
30,WIELKOPOLSKIE,NADZIEJA,KOBIETA,3
30,WIELKOPOLSKIE,PAULA,KOBIETA,3
30,WIELKOPOLSKIE,SANDRA,KOBIETA,3
30,WIELKOPOLSKIE,WALERIA,KOBIETA,3
30,WIELKOPOLSKIE,WIOLETA,KOBIETA,3
30,WIELKOPOLSKIE,WIOLETTA,KOBIETA,3
30,WIELKOPOLSKIE,ALDONA,KOBIETA,2
30,WIELKOPOLSKIE,ALEXANDRA,KOBIETA,2
30,WIELKOPOLSKIE,ANGELIKA,KOBIETA,2
30,WIELKOPOLSKIE,BIANKA,KOBIETA,2
30,WIELKOPOLSKIE,ELISABETH,KOBIETA,2
30,WIELKOPOLSKIE,ESTERA,KOBIETA,2
30,WIELKOPOLSKIE,FLORENTYNA,KOBIETA,2
30,WIELKOPOLSKIE,FREJA,KOBIETA,2
30,WIELKOPOLSKIE,GRACE,KOBIETA,2
30,WIELKOPOLSKIE,HIACYNTA,KOBIETA,2
30,WIELKOPOLSKIE,HONORATA,KOBIETA,2
30,WIELKOPOLSKIE,ILONA,KOBIETA,2
30,WIELKOPOLSKIE,INEZ,KOBIETA,2
30,WIELKOPOLSKIE,INGA,KOBIETA,2
30,WIELKOPOLSKIE,ISABELLA,KOBIETA,2
30,WIELKOPOLSKIE,LARISSA,KOBIETA,2
30,WIELKOPOLSKIE,LEA,KOBIETA,2
30,WIELKOPOLSKIE,LIA,KOBIETA,2
30,WIELKOPOLSKIE,LILA,KOBIETA,2
30,WIELKOPOLSKIE,LILIA,KOBIETA,2
30,WIELKOPOLSKIE,LIWIA,KOBIETA,2
30,WIELKOPOLSKIE,LUDMIŁA,KOBIETA,2
30,WIELKOPOLSKIE,LUDWIKA,KOBIETA,2
30,WIELKOPOLSKIE,MARLENA,KOBIETA,2
30,WIELKOPOLSKIE,MILENA,KOBIETA,2
30,WIELKOPOLSKIE,NELA,KOBIETA,2
30,WIELKOPOLSKIE,NICOLA,KOBIETA,2
30,WIELKOPOLSKIE,NOOR,KOBIETA,2
30,WIELKOPOLSKIE,PAOLA,KOBIETA,2
30,WIELKOPOLSKIE,PELAGIA,KOBIETA,2
30,WIELKOPOLSKIE,ROMA,KOBIETA,2
30,WIELKOPOLSKIE,SALOMEA,KOBIETA,2
30,WIELKOPOLSKIE,SONIA,KOBIETA,2
30,WIELKOPOLSKIE,SOPHIA,KOBIETA,2
30,WIELKOPOLSKIE,VANESSA,KOBIETA,2
30,WIELKOPOLSKIE,VICTORIA,KOBIETA,2
30,WIELKOPOLSKIE,WALENTYNA,KOBIETA,2
30,WIELKOPOLSKIE,ZDZISŁAWA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,MARIA,KOBIETA,160
32,ZACHODNIOPOMORSKIE,ANNA,KOBIETA,133
32,ZACHODNIOPOMORSKIE,ZOFIA,KOBIETA,58
32,ZACHODNIOPOMORSKIE,BARBARA,KOBIETA,52
32,ZACHODNIOPOMORSKIE,EWA,KOBIETA,52
32,ZACHODNIOPOMORSKIE,MAGDALENA,KOBIETA,50
32,ZACHODNIOPOMORSKIE,KATARZYNA,KOBIETA,49
32,ZACHODNIOPOMORSKIE,ALEKSANDRA,KOBIETA,47
32,ZACHODNIOPOMORSKIE,JULIA,KOBIETA,44
32,ZACHODNIOPOMORSKIE,WIKTORIA,KOBIETA,40
32,ZACHODNIOPOMORSKIE,ALICJA,KOBIETA,37
32,ZACHODNIOPOMORSKIE,ELŻBIETA,KOBIETA,37
32,ZACHODNIOPOMORSKIE,HELENA,KOBIETA,37
32,ZACHODNIOPOMORSKIE,JOANNA,KOBIETA,37
32,ZACHODNIOPOMORSKIE,MAJA,KOBIETA,37
32,ZACHODNIOPOMORSKIE,MAŁGORZATA,KOBIETA,37
32,ZACHODNIOPOMORSKIE,ŁUCJA,KOBIETA,35
32,ZACHODNIOPOMORSKIE,NATALIA,KOBIETA,34
32,ZACHODNIOPOMORSKIE,AGNIESZKA,KOBIETA,30
32,ZACHODNIOPOMORSKIE,KRYSTYNA,KOBIETA,30
32,ZACHODNIOPOMORSKIE,LAURA,KOBIETA,28
32,ZACHODNIOPOMORSKIE,ANASTAZJA,KOBIETA,27
32,ZACHODNIOPOMORSKIE,HANNA,KOBIETA,27
32,ZACHODNIOPOMORSKIE,TERESA,KOBIETA,27
32,ZACHODNIOPOMORSKIE,ZUZANNA,KOBIETA,25
32,ZACHODNIOPOMORSKIE,MICHALINA,KOBIETA,23
32,ZACHODNIOPOMORSKIE,EMILIA,KOBIETA,22
32,ZACHODNIOPOMORSKIE,BEATA,KOBIETA,21
32,ZACHODNIOPOMORSKIE,JADWIGA,KOBIETA,21
32,ZACHODNIOPOMORSKIE,JANINA,KOBIETA,21
32,ZACHODNIOPOMORSKIE,WERONIKA,KOBIETA,20
32,ZACHODNIOPOMORSKIE,IZABELA,KOBIETA,19
32,ZACHODNIOPOMORSKIE,MARIANNA,KOBIETA,19
32,ZACHODNIOPOMORSKIE,MARTA,KOBIETA,19
32,ZACHODNIOPOMORSKIE,DANUTA,KOBIETA,18
32,ZACHODNIOPOMORSKIE,OLIWIA,KOBIETA,18
32,ZACHODNIOPOMORSKIE,RÓŻA,KOBIETA,18
32,ZACHODNIOPOMORSKIE,DOROTA,KOBIETA,17
32,ZACHODNIOPOMORSKIE,AMELIA,KOBIETA,16
32,ZACHODNIOPOMORSKIE,BOŻENA,KOBIETA,16
32,ZACHODNIOPOMORSKIE,IRENA,KOBIETA,16
32,ZACHODNIOPOMORSKIE,ANTONINA,KOBIETA,15
32,ZACHODNIOPOMORSKIE,KAMILA,KOBIETA,15
32,ZACHODNIOPOMORSKIE,KLARA,KOBIETA,14
32,ZACHODNIOPOMORSKIE,ANIELA,KOBIETA,13
32,ZACHODNIOPOMORSKIE,GABRIELA,KOBIETA,13
32,ZACHODNIOPOMORSKIE,KORNELIA,KOBIETA,13
32,ZACHODNIOPOMORSKIE,MARCELINA,KOBIETA,13
32,ZACHODNIOPOMORSKIE,PAULINA,KOBIETA,13
32,ZACHODNIOPOMORSKIE,WANDA,KOBIETA,13
32,ZACHODNIOPOMORSKIE,JOLANTA,KOBIETA,12
32,ZACHODNIOPOMORSKIE,KAROLINA,KOBIETA,12
32,ZACHODNIOPOMORSKIE,LENA,KOBIETA,12
32,ZACHODNIOPOMORSKIE,MONIKA,KOBIETA,12
32,ZACHODNIOPOMORSKIE,SYLWIA,KOBIETA,12
32,ZACHODNIOPOMORSKIE,AGATA,KOBIETA,11
32,ZACHODNIOPOMORSKIE,DARIA,KOBIETA,11
32,ZACHODNIOPOMORSKIE,HALINA,KOBIETA,11
32,ZACHODNIOPOMORSKIE,NADIA,KOBIETA,11
32,ZACHODNIOPOMORSKIE,NIKOLA,KOBIETA,11
32,ZACHODNIOPOMORSKIE,ROZALIA,KOBIETA,11
32,ZACHODNIOPOMORSKIE,URSZULA,KOBIETA,11
32,ZACHODNIOPOMORSKIE,IWONA,KOBIETA,10
32,ZACHODNIOPOMORSKIE,JAGODA,KOBIETA,10
32,ZACHODNIOPOMORSKIE,KLAUDIA,KOBIETA,10
32,ZACHODNIOPOMORSKIE,GRAŻYNA,KOBIETA,9
32,ZACHODNIOPOMORSKIE,KAJA,KOBIETA,9
32,ZACHODNIOPOMORSKIE,LIDIA,KOBIETA,9
32,ZACHODNIOPOMORSKIE,LUCYNA,KOBIETA,9
32,ZACHODNIOPOMORSKIE,MIA,KOBIETA,9
32,ZACHODNIOPOMORSKIE,STANISŁAWA,KOBIETA,9
32,ZACHODNIOPOMORSKIE,BLANKA,KOBIETA,8
32,ZACHODNIOPOMORSKIE,DOMINIKA,KOBIETA,8
32,ZACHODNIOPOMORSKIE,KALINA,KOBIETA,8
32,ZACHODNIOPOMORSKIE,LILIANA,KOBIETA,8
32,ZACHODNIOPOMORSKIE,MARIOLA,KOBIETA,8
32,ZACHODNIOPOMORSKIE,SARA,KOBIETA,8
32,ZACHODNIOPOMORSKIE,ADRIANNA,KOBIETA,7
32,ZACHODNIOPOMORSKIE,ANGELIKA,KOBIETA,7
32,ZACHODNIOPOMORSKIE,EDYTA,KOBIETA,7
32,ZACHODNIOPOMORSKIE,JÓZEFA,KOBIETA,7
32,ZACHODNIOPOMORSKIE,POLA,KOBIETA,7
32,ZACHODNIOPOMORSKIE,SABINA,KOBIETA,7
32,ZACHODNIOPOMORSKIE,SANDRA,KOBIETA,7
32,ZACHODNIOPOMORSKIE,SOFIA,KOBIETA,7
32,ZACHODNIOPOMORSKIE,STEFANIA,KOBIETA,7
32,ZACHODNIOPOMORSKIE,WIOLETTA,KOBIETA,7
32,ZACHODNIOPOMORSKIE,ADELA,KOBIETA,6
32,ZACHODNIOPOMORSKIE,JUSTYNA,KOBIETA,6
32,ZACHODNIOPOMORSKIE,LILIANNA,KOBIETA,6
32,ZACHODNIOPOMORSKIE,MARZENA,KOBIETA,6
32,ZACHODNIOPOMORSKIE,NINA,KOBIETA,6
32,ZACHODNIOPOMORSKIE,ALINA,KOBIETA,5
32,ZACHODNIOPOMORSKIE,CECYLIA,KOBIETA,5
32,ZACHODNIOPOMORSKIE,DIANA,KOBIETA,5
32,ZACHODNIOPOMORSKIE,ELIZA,KOBIETA,5
32,ZACHODNIOPOMORSKIE,EWELINA,KOBIETA,5
32,ZACHODNIOPOMORSKIE,FRANCISZKA,KOBIETA,5
32,ZACHODNIOPOMORSKIE,INGA,KOBIETA,5
32,ZACHODNIOPOMORSKIE,JÓZEFINA,KOBIETA,5
32,ZACHODNIOPOMORSKIE,LIWIA,KOBIETA,5
32,ZACHODNIOPOMORSKIE,MARTYNA,KOBIETA,5
32,ZACHODNIOPOMORSKIE,MILENA,KOBIETA,5
32,ZACHODNIOPOMORSKIE,NADZIEJA,KOBIETA,5
32,ZACHODNIOPOMORSKIE,NELA,KOBIETA,5
32,ZACHODNIOPOMORSKIE,PATRYCJA,KOBIETA,5
32,ZACHODNIOPOMORSKIE,ROKSANA,KOBIETA,5
32,ZACHODNIOPOMORSKIE,VICTORIA,KOBIETA,5
32,ZACHODNIOPOMORSKIE,BIANKA,KOBIETA,4
32,ZACHODNIOPOMORSKIE,GAJA,KOBIETA,4
32,ZACHODNIOPOMORSKIE,IGA,KOBIETA,4
32,ZACHODNIOPOMORSKIE,LEOKADIA,KOBIETA,4
32,ZACHODNIOPOMORSKIE,MATYLDA,KOBIETA,4
32,ZACHODNIOPOMORSKIE,MELISA,KOBIETA,4
32,ZACHODNIOPOMORSKIE,RENATA,KOBIETA,4
32,ZACHODNIOPOMORSKIE,WIESŁAWA,KOBIETA,4
32,ZACHODNIOPOMORSKIE,ANETA,KOBIETA,3
32,ZACHODNIOPOMORSKIE,AURELIA,KOBIETA,3
32,ZACHODNIOPOMORSKIE,CELINA,KOBIETA,3
32,ZACHODNIOPOMORSKIE,GRACJA,KOBIETA,3
32,ZACHODNIOPOMORSKIE,HONORATA,KOBIETA,3
32,ZACHODNIOPOMORSKIE,IDA,KOBIETA,3
32,ZACHODNIOPOMORSKIE,JAŚMINA,KOBIETA,3
32,ZACHODNIOPOMORSKIE,JUDYTA,KOBIETA,3
32,ZACHODNIOPOMORSKIE,KAZIMIERA,KOBIETA,3
32,ZACHODNIOPOMORSKIE,KINGA,KOBIETA,3
32,ZACHODNIOPOMORSKIE,KONSTANCJA,KOBIETA,3
32,ZACHODNIOPOMORSKIE,LUIZA,KOBIETA,3
32,ZACHODNIOPOMORSKIE,MARIE,KOBIETA,3
32,ZACHODNIOPOMORSKIE,MELANIA,KOBIETA,3
32,ZACHODNIOPOMORSKIE,MIROSŁAWA,KOBIETA,3
32,ZACHODNIOPOMORSKIE,RITA,KOBIETA,3
32,ZACHODNIOPOMORSKIE,ADA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,APOLONIA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,AURORA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,BALBINA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,BOGUMIŁA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,BOGUSŁAWA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,BRONISŁAWA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,CZESŁAWA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,EMMA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,ESTERA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,FAUSTYNA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,FELICJA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,HENRYKA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,ILONA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,JAGNA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,JULIANNA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,LILIA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,MARIKA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,OLGA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,OLIVIA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,REGINA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,SOPHIE,KOBIETA,2
32,ZACHODNIOPOMORSKIE,TAMARA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,TATIANA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,VIKTORIA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,VIVIEN,KOBIETA,2
32,ZACHODNIOPOMORSKIE,ZDZISŁAWA,KOBIETA,2
32,ZACHODNIOPOMORSKIE,ZOJA,KOBIETA,2
